ID	Pathogen	Pathogen Taxonomy	Source	Taxonomy ID	Transmission Method	Host/Reservoir	Taxonomy ID	Disease	Anatomy	Symptoms/Documentation/Attributes
II:0005754	Influenza A virus (A/Hawaii/2/96(H3N2))	62386				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005755	Influenza A virus (A/Hawaii/3/2006(H1N1))	402921				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005756	Influenza A virus (A/Hawaii/3/92(H3N2))	62465				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005757	Influenza A virus (A/Hawaii/3948/00(H1N1))	157893				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005758	Influenza A virus (A/Hawaii/6/2003(H1N1))	402983				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005759	Influenza A virus (A/Hawaii/A4/2006(H1N1))	402922				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005761	Influenza A virus (A/Hebei/12/93(H3N2))	107469				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005762	Influenza A virus (A/Hebei/19/1995(H3N2))	380951				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005763	Influenza A virus (A/Hebei/24/1989(H1N2))	379741				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005764	Influenza A virus (A/Hebei/41/1994(H3N2))	380956				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005781	Influenza A virus (A/Hickox/1940(H1N1))	383543				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005782	Influenza A virus (A/Hiroshima/275/1999E(H1N1))	242358				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005783	Influenza A virus (A/Hiroshima/37/2001(H1N1))	373628				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005788	Influenza A virus (A/Hokkaido/1/1988(H3N2))	379753				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005789	Influenza A virus (A/Hokkaido/1/1993(H3N2))	379752				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005787	Influenza A virus (A/Hokkaido/11/1988(H1N1))	379758				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005791	Influenza A virus (A/Hokkaido/2/1992(H1N1))	379757				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005792	Influenza A virus (A/Hokkaido/2/1993(H3N2))	379751				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005790	Influenza A virus (A/Hokkaido/20/89(H3N2))	223947				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005805	Influenza A virus (A/Hong Kong/1/1982(H3N2))	351257				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005806	Influenza A virus (A/Hong Kong/1/1994(H3N2))	392798				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005812	Influenza A virus (A/Hong Kong/1/68(H3N2))	108859				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005813	Influenza A virus (A/Hong Kong/1/68(H3N2))	108859				Mus musculus	10090	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005793	Influenza A virus (A/Hong Kong/1035/98 (H1N1))	164325				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005794	Influenza A virus (A/Hong Kong/1073/99(H9N2))	130760				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005795	Influenza A virus (A/Hong Kong/1074/99(H9N2))	130761				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005796	Influenza A virus (A/Hong Kong/11/1973(H3N2))	351254				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005797	Influenza A virus (A/Hong Kong/1131/98 (H1N1))	164326				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005798	Influenza A virus (A/Hong Kong/1134/98 (H1N1))	164329				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005799	Influenza A virus (A/Hong Kong/1143/99(H3N2))	162326				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005800	Influenza A virus (A/Hong Kong/1144/99(H3N2))	162327				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005801	Influenza A virus (A/Hong Kong/117/1977(H1N1))	368715				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005802	Influenza A virus (A/Hong Kong/1179/99(H3N2))	162328				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005803	Influenza A virus (A/Hong Kong/1180/99(H3N2))	162329				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005804	Influenza A virus (A/Hong Kong/1182/99(H3N2))	162330				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005807	Influenza A virus (A/Hong Kong/14/1974(H3N2))	351250				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005808	Influenza A virus (A/Hong Kong/14/1983(H3N2))	351265				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005809	Influenza A virus (A/Hong Kong/14/1992(H3N2))	351259				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005810	Influenza A virus (A/Hong Kong/156/97(H5N1))	130763				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005814	Influenza A virus (A/Hong Kong/1774/99(H3N2))	231851				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005815	Influenza A virus (A/Hong Kong/1789/2000(H3N2))	192696				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005824	Influenza A virus (A/Hong Kong/2/1988(H3N2))	351252				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005825	Influenza A virus (A/Hong Kong/2/1994(H3N2))	392799				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005826	Influenza A virus (A/Hong Kong/2/2000(H3N2))	192697				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005832	Influenza A virus (A/Hong Kong/2/68(H3N2))	317652				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005821	Influenza A virus (A/Hong Kong/2070/99(H1N1))	192553				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005823	Influenza A virus (A/Hong Kong/213/03(H5N1))	326031				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005827	Influenza A virus (A/Hong Kong/221/99(H3N2))	192694				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005828	Influenza A virus (A/Hong Kong/23/1992(H3N2))	392801				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005830	Influenza A virus (A/Hong Kong/24/1985(H3N2))	351253				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005831	Influenza A virus (A/Hong Kong/26/1983(H3N2))	351264				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005833	Influenza A virus (A/Hong Kong/280/97(H3N2))	282976				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005835	Influenza A virus (A/Hong Kong/3/1969(H3N2))	351261				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005834	Influenza A virus (A/Hong Kong/301/78(H7N1))	302450				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005837	Influenza A virus (A/Hong Kong/33/1973(H3N2))	351260				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005838	Influenza A virus (A/Hong Kong/34/1990(H3N2))	392800				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005839	Influenza A virus (A/Hong Kong/34/90(H3N2))	62387				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005841	Influenza A virus (A/Hong Kong/358/96(H3N2))	107506				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005842	Influenza A virus (A/Hong Kong/387/97(H3N2))	107479				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005845	Influenza A virus (A/Hong Kong/391/97(H3N2))	107475				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005847	Influenza A virus (A/Hong Kong/4/1984(H3N2))	351272				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005848	Influenza A virus (A/Hong Kong/427/98(H1N1))	132613				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005850	Influenza A virus (A/Hong Kong/43/1975(H3N2))	351266				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005851	Influenza A virus (A/Hong Kong/434/96(H3N2))	107474				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005852	Influenza A virus (A/Hong Kong/437/2002(H1N1))	214881				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005853	Influenza A virus (A/Hong Kong/45/1980(H3N2))	351246				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005854	Influenza A virus (A/Hong Kong/46/1971(H3N2))	351273				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005855	Influenza A virus (A/Hong Kong/46/1980(H3N2))	351247				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005856	Influenza A virus (A/Hong Kong/470/97(H1N1))	132614				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005857	Influenza A virus (A/Hong Kong/481/97(H5N1))	107423				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005858	Influenza A virus (A/Hong Kong/482/97(H5N1))	155218				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005859	Influenza A virus (A/Hong Kong/483/1997(H5N1))	88104				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005860	Influenza A virus (A/Hong Kong/4847/98(H1N1))	192558				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005861	Influenza A virus (A/Hong Kong/485/97(H5N1))	132612				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005862	Influenza A virus (A/Hong Kong/486/97(H5N1))	107424				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005863	Influenza A virus (A/Hong Kong/488/97(H5N1))	155222				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005864	Influenza A virus (A/Hong Kong/49/1974(H3N2))	351262				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005865	Influenza A virus (A/Hong Kong/491/97(H5N1))	155223				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005866	Influenza A virus (A/Hong Kong/497/97(H3N2))	153969				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005867	Influenza A virus (A/Hong Kong/498/97(H3N2))	153970				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005875	Influenza A virus (A/Hong Kong/5/1983(H3N2))	387159				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005884	Influenza A virus (A/Hong Kong/5/83(H3N2))	11411				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005869	Influenza A virus (A/Hong Kong/50/1972(H3N2))	351263				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005870	Influenza A virus (A/Hong Kong/503/97(H5N1))	155224				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005871	Influenza A virus (A/Hong Kong/507/97(H5N1))	155225				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005872	Influenza A virus (A/Hong Kong/514/97(H5N1))	155226				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005873	Influenza A virus (A/Hong Kong/516/97(H5N1))	155227				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005874	Influenza A virus (A/Hong Kong/516/97(H5N1))	155227				Mus musculus	10090	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005876	Influenza A virus (A/Hong Kong/52/95(H1N1))	192571				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005877	Influenza A virus (A/Hong Kong/532/1997(H5N1))	88103				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005878	Influenza A virus (A/Hong Kong/538/97(H5N1))	155219				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005879	Influenza A virus (A/Hong Kong/542/97(H5N1))	155220				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005885	Influenza A virus (A/Hong Kong/59/94(H1N1))	192573				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005886	Influenza A virus (A/Hong Kong/6/1972(H3N2))	351258				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005887	Influenza A virus (A/Hong Kong/6/1985(H3N2))	351251				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005888	Influenza A virus (A/Hong Kong/6/99(H3N2))	192699				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005889	Influenza A virus (A/Hong Kong/7/1984(H3N2))	351274				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005890	Influenza A virus (A/Hong Kong/7/1985(H3N2))	351255				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005891	Influenza A virus (A/Hong Kong/7/1987(H3N2))	351256				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005892	Influenza A virus (A/Hong Kong/747/2001(H1N1))	192545				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005894	Influenza A virus (A/Hong Kong/C1-10/2002(H3N2))	348913				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005895	Influenza A virus (A/Hong Kong/C1-11/2002(H3N2))	348914				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005896	Influenza A virus (A/Hong Kong/C1-13/2002(H3N2))	348916				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005897	Influenza A virus (A/Hong Kong/C1-4/2001(H3N2))	348907				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005898	Influenza A virus (A/Hong Kong/C1-9/2002(H3N2))	348912				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005811	Influenza A virus (A/HongKong/16/68(H3N2))	221004				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005819	Influenza A virus (A/HongKong/19/68(H3N2))	220997				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005893	Influenza A virus (A/HongKong/97/98(H5N1))	88097				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005818	Influenza A virus (A/Hong_Kong/1/94(H3N2))	62466				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005829	Influenza A virus (A/Hong_Kong/23/92(H3N2))	62467				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005846	Influenza A virus (A/Hong_Kong/3/95(H3N2))	62468				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005840	Influenza A virus (A/Hong_Kong/357/96(H3N2))	62388				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005844	Influenza A virus (A/Hong_Kong/38/95(H3N2))	62469				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005849	Influenza A virus (A/Hong_Kong/42/96(H3N2))	62470				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005881	Influenza A virus (A/Hong_Kong/55/94(H3N2))	62471				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005816	Influenza A virus (A/Hongkong/1/89(H3N2))	282853				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005817	Influenza A virus (A/Hongkong/1/94(H3N2))	282953				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005820	Influenza A virus (A/Hongkong/1/97(H3N2))	282975				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005822	Influenza A virus (A/Hongkong/20/96(H3N2))	282968				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005836	Influenza A virus (A/Hongkong/32/95(H3N2))	282961				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005843	Influenza A virus (A/Hongkong/38/95(H3N2))	282962				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005868	Influenza A virus (A/Hongkong/49/95(H3N2))	282963				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005880	Influenza A virus (A/Hongkong/55/94(H3N2))	282977				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005882	Influenza A virus (A/Hongkong/55/95(H3N2))	282965				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005883	Influenza A virus (A/Hongkong/56/94(H3N2))	282956				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005900	Influenza A virus (A/Houston/18515/1984(H1N1))	385578				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005901	Influenza A virus (A/Houston/23284/1985(H1N1))	385579				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005902	Influenza A virus (A/Houston/56798/92(H3N2))	282912				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005903	Influenza A virus (A/Houston/56829/92(H3N2))	282910				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005904	Influenza A virus (A/Houston/56941/92(H3N2))	282911				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005986	Influenza A virus (A/Hung Yen/HY010/2004(H3N2))	336715				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005987	Influenza A virus (A/Hung Yen/HY012/2004(H3N2))	336716				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005985	Influenza A virus (A/Hungary/2/71(H3N2))	221021				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005988	Influenza A virus (A/Huston/43(H1N1))	191094				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005989	Influenza A virus (A/Hutt/82/2000(H3N2))	363038				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005990	Influenza A virus (A/Ibaraki/1/90(H3N2))	223941				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005991	Influenza A virus (A/Ibaraki/66/1999(H1N1))	242359				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005992	Influenza A virus (A/Ibaraki/90/1998(H1N1))	380209				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005993	Influenza A virus (A/Iceland/25/2000(H1N1))	192576				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005994	Influenza A virus (A/Iceland/57/2001(H1N1))	192546				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005995	Influenza A virus (A/Idaho/1/2003(H1N1))	402923				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005996	Influenza A virus (A/Idaho/1/2005(H1N1))	402924				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005997	Influenza A virus (A/Idaho/3/95(H3N2))	62389				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005998	Influenza A virus (A/Idaho/4/95(H3N2))	62390				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005999	Influenza A virus (A/Illinois/5/95(H3N2))	62472				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0006000	Influenza A virus (A/Incheon/260/2002(H3N2))	271616				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0006001	Influenza A virus (A/Inchon/81/99(H3N2))	163793				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0006019	Influenza A virus (A/Ind/M/Enc/1/2003(H3N2))	306257				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0006020	Influenza A virus (A/Ind/M/Enc/2/2003(H3N2))	306258				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0006021	Influenza A virus (A/Ind/M/URI/1/2003(H3N2))	306255				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0006022	Influenza A virus (A/Ind/M/URI/2/2003(H3N2))	306256				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0006080	Influenza A virus (A/Ind/P/URI/1/2003(H3N2))	306259				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0006081	Influenza A virus (A/Ind/P/URI/2/2003(H3N2))	306260				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
