ID	Pathogen	Pathogen Taxonomy	Source	Taxonomy ID	Transmission Method	Host/Reservoir	Taxonomy ID	Disease	Anatomy	Symptoms/Documentation/Attributes
II:0009948	Influenza A virus (A/Tokyo/3/1967(H2N2))	380960				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009949	Influenza A virus (A/Tokyo/3/67(H2N2))	220982				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009946	Influenza A virus (A/Tokyo/31/72(H3N2))	221025				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009951	Influenza A virus (A/Tokyo/6/73(H3N2))	252234				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009950	Influenza A virus (A/Tokyo/62/1999E(H1N1))	242377				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009952	Influenza A virus (A/Tokyo/70/97)	225076				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009953	Influenza A virus (A/Tokyo/71/97)	225077				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009954	Influenza A virus (A/Tokyo/72/97)	225078				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009955	Influenza A virus (A/Tonga/23/85(H3N2))	62595				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009956	Influenza A virus (A/Tottori/849AM1AL3/1994(H3N2))	380314				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009957	Influenza A virus (A/Tottori/849AM2/1994(H3N2))	380318				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009958	Influenza A virus (A/Tottori/849AM2AL3/1994(H3N2))	380312				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009959	Influenza A virus (A/Tottori/849AM4/1994(H3N2))	380316				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009960	Influenza A virus (A/Tottori/849K4/1994)	380320				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009961	Influenza A virus (A/Tottori/872AM1AL3/1994(H3N2))	380313				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009962	Influenza A virus (A/Tottori/872AM2/1994(H3N2))	380317				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009963	Influenza A virus (A/Tottori/872AM2AL3/1994(H3N2))	380311				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009964	Influenza A virus (A/Tottori/872AM4/1994(H3N2))	380315				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009965	Influenza A virus (A/Tottori/872K4/1994(H3N2))	380319				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009966	Influenza A virus (A/Toulouse/878/2001(H3N2))	192712				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009972	Influenza A virus (A/Trieste/21/2001(H1N1))	192543				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009973	Influenza A virus (A/Trinidad/2/1986(H1N1))	387185				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009974	Influenza A virus (A/Trinidad/47/96(H3N2))	107491				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009975	Influenza A virus (A/Trinidad/50/96(H3N2))	107497				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009976	Influenza A virus (A/Trinidad/51/96(H3N2))	107496				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009977	Influenza A virus (A/Trinidad/697/70(H3N2))	221018				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009979	Influenza A virus (A/Tucuman/V425/98(H3N2))	204024				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009980	Influenza A virus (A/Tucuman/V694/98(H3N2))	204025				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0009984	Influenza A virus (A/Turkey/2108/2005(H3N2))	357304				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010000	Influenza A virus (A/Turkey/British Colombia/2/97(H6N2))	273364				Meleagris gallopavo	9103	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010018	Influenza A virus (A/Turkey/Colorado/13356/91 (H7N3))	87512				Meleagris gallopavo	9103	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010019	Influenza A virus (A/Turkey/Colorado/13356/91 (H7N3NSA))	89171				Meleagris gallopavo	9103	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010197	Influenza A virus (A/Turkey/MO/24093/99(H1N2))	165420				Meleagris gallopavo	9103	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010177	Influenza A virus (A/Turkey/Minnesota/38429/88(H7))	192000				Meleagris gallopavo	9103	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010203	Influenza A virus (A/Turkey/New York/4450-5/94 (H7N2NSB))	89158				Meleagris gallopavo	9103	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010210	Influenza A virus (A/Turkey/Ontario/18/2000(H7))	192001				Meleagris gallopavo	9103	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010223	Influenza A virus (A/Turkey/Pennsylvania/7975/97 (H7N2NSB))	89168				Meleagris gallopavo	9103	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010222	Influenza A virus (A/Turkey/Pennsylvania/7975/97(H7N2))	228078				Meleagris gallopavo	9103	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010240	Influenza A virus (A/Turkey/VA/158512/02(H7N2))	227299				Meleagris gallopavo	9103	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010297	Influenza A virus (A/USSR/0270/69(H3N2))	221014				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010298	Influenza A virus (A/USSR/039/68(H3N2))	221002				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010299	Influenza A virus (A/USSR/90/1970(H1N1))	385647				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010300	Influenza A virus (A/USSR/90/1977(H1N1))	381516				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010301	Influenza A virus (A/USSR/92/1977(H1N1))	368714				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010263	Influenza A virus (A/Udorn/307/1972(H3H2))	387186				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010264	Influenza A virus (A/Udorn/307/1972(H3N2))	381517				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010265	Influenza A virus (A/Udorn/8/1972(H3N2))	392811				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010266	Influenza A virus (A/Ulan_Ude/44/94(H3N2))	62597				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010267	Influenza A virus (A/Umea/1/2000(H1N1))	192555				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010268	Influenza A virus (A/Umea/1/92(H3N2))	62426				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010269	Influenza A virus (A/Umea/1982/92(H3N2))	282921				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010271	Influenza A virus (A/Umea/2/1991(H1N1))	382831				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010272	Influenza A virus (A/Umea/2/92(H3N2))	62427				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010270	Influenza A virus (A/Umea/2000/92(H3N2))	282922				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010273	Influenza A virus (A/United Kingdom/26554/99(H3N2))	193216				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010274	Influenza A virus (A/United Kingdom/34300/99(H3N2))	193217				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010276	Influenza A virus (A/United Kingdom/C2-16/2002(H3N2))	348935				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010278	Influenza A virus (A/United Kingdom/C4-1/2003(H3N2))	348995				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010277	Influenza A virus (A/United Kingdom/C4-11/2003(H3N2))	349005				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010279	Influenza A virus (A/United Kingdom/C4-13/2003(H3N2))	349007				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010280	Influenza A virus (A/United Kingdom/C4-3/2003(H3N2))	348997				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010281	Influenza A virus (A/United Kingdom/C4-4/2003(H3N2))	348998				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010282	Influenza A virus (A/United Kingdom/C4-5/2003(H3N2))	348999				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010283	Influenza A virus (A/United Kingdom/C4-7/2003(H3N2))	349001				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010284	Influenza A virus (A/United Kingdom/C4-8/2003(H3N2))	349002				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010285	Influenza A virus (A/United Kingdom/C4-9/2003(H3N2))	349003				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010275	Influenza A virus (A/United_Kingdom/897/96(H3N2))	62428				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010289	Influenza A virus (A/Uruguay/3/88(H3N2))	63108				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010286	Influenza A virus (A/Uruguay/33/00(H1N1))	204863				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010287	Influenza A virus (A/Uruguay/37/00(H1N1))	204864				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010288	Influenza A virus (A/Uruguay/38/00(H1N1))	204865				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010290	Influenza A virus (A/Uruguay/42/00(H1N1))	204866				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010291	Influenza A virus (A/Ushuaia/R127/98(H3N2))	204026				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010292	Influenza A virus (A/Ushuaia/R13/98(H3N2))	204027				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010293	Influenza A virus (A/Ushuaia/R254/98(H3N2))	204028				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010294	Influenza A virus (A/Ushuaia/R270/98(H3N2))	204029				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010295	Influenza A virus (A/Ushuaia/R272/98(H3N2))	204030				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010296	Influenza A virus (A/Ushuaia/R274/98(H3N2))	204031				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010302	Influenza A virus (A/Utah/20997/99(H3N2))	193218				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010303	Influenza A virus (A/Utah/25729/99(H3N2))	333943				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010375	Influenza A virus (A/VM113-V1(H1N1))	382832				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010304	Influenza A virus (A/Valladolid/4/2001(H3N2))	192713				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010305	Influenza A virus (A/Vermont/3/94(H3N2))	62598				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010308	Influenza A virus (A/Victoria/1/89(H3N2))	282859				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010309	Influenza A virus (A/Victoria/1/93(H3N2))	62522				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010306	Influenza A virus (A/Victoria/104/93(H3N2))	282939				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010307	Influenza A virus (A/Victoria/15681/59(H2N2))	220956				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010310	Influenza A virus (A/Victoria/1968(H3N2))	370127				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010311	Influenza A virus (A/Victoria/2/82(H3N2))	252478				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010312	Influenza A virus (A/Victoria/2/90(H3N2))	282864				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010313	Influenza A virus (A/Victoria/29/92(H3N2))	62429				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010315	Influenza A virus (A/Victoria/3/1975(H3N2))	392809				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010314	Influenza A virus (A/Victoria/30/97(H3N2))	107537				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010317	Influenza A virus (A/Victoria/4/72(H3N2))	221026				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010316	Influenza A virus (A/Victoria/43/1988(H1N1))	387187				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010318	Influenza A virus (A/Victoria/47/97(H3N2))	107536				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010319	Influenza A virus (A/Victoria/5/1968(H2N2))	383540				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010320	Influenza A virus (A/Victoria/5/89(H3N2))	62430				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010321	Influenza A virus (A/Victoria/68/92(H3N2))	62431				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010322	Influenza A virus (A/Victoria/75/95(H3N2))	282964				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010323	Influenza A virus (A/Vienna/47/96M(H3N2))	163150				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010324	Influenza A virus (A/Vienna/47/96V(H3N2))	166676				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010325	Influenza A virus (A/Vienna/81/96V(H3N2))	375725				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010326	Influenza A virus (A/Viet Nam/1194/2004(H5N1))	284217				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010328	Influenza A virus (A/Viet Nam/1203/2004(H5N1))	284218				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010329	Influenza A virus (A/Viet Nam/3046/2004(H5N1))	284219				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010330	Influenza A virus (A/Viet Nam/3062/2004(H5N1))	284220				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010331	Influenza A virus (A/Viet Nam/33/2004(H5N1))	340011				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010332	Influenza A virus (A/Viet Nam/BL-014/05(H5N1))	340005				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010333	Influenza A virus (A/Viet Nam/BL-014/2005(H5N1))	340010				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010345	Influenza A virus (A/Viet Nam/DN-33/2004(H5N1))	299389				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010346	Influenza A virus (A/Viet Nam/DT-036/2005(H5N1))	340006				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010347	Influenza A virus (A/Viet Nam/HG-178/2004(H5N1))	340001				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010348	Influenza A virus (A/Viet Nam/HG-207/2005(H5N1))	340007				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010349	Influenza A virus (A/Viet Nam/HN/2004(H5N1))	299390				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010350	Influenza A virus (A/Viet Nam/LA-028/2005(H5N1))	340008				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010352	Influenza A virus (A/Viet Nam/VL-020/2005(H5N1))	340009				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010327	Influenza A virus (A/Vietnam/1196/2004(H5N1))	261268				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010334	Influenza A virus (A/Vietnam/CL01/2004(H5N1))	357207				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010335	Influenza A virus (A/Vietnam/CL02/2004(H5N1))	380792				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010336	Influenza A virus (A/Vietnam/CL100/2004(H5N1))	357210				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010337	Influenza A virus (A/Vietnam/CL105/2005(H5N1))	380793				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010338	Influenza A virus (A/Vietnam/CL115/2005(H5N1))	357211				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010339	Influenza A virus (A/Vietnam/CL119/2005(H5N1))	357212				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010340	Influenza A virus (A/Vietnam/CL17/2004(H5N1))	380794				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010342	Influenza A virus (A/Vietnam/CL20/2004(H5N1))	380795				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010341	Influenza A virus (A/Vietnam/CL2009/2005(H5N1))	357213				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010343	Influenza A virus (A/Vietnam/CL26/2004(H5N1))	357208				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010344	Influenza A virus (A/Vietnam/CL36/2004(H5N1))	357209				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010351	Influenza A virus (A/Vietnam/PEV16T/2005(H5N1))	413883				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010353	Influenza A virus (A/Vilnus/48/1991(H1N1))	382833				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010354	Influenza A virus (A/Virginia/03/2006(H1N1))	402972				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010355	Influenza A virus (A/Virginia/1/2006(H1N1))	402973				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010356	Influenza A virus (A/Virginia/1/91(H3N2))	107570				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010357	Influenza A virus (A/Virginia/1e/2006(H1N1))	402974				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010358	Influenza A virus (A/Virginia/20/2003(H1N1))	405098				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010359	Influenza A virus (A/Virginia/21712/99(H3N2))	193219				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010360	Influenza A virus (A/Virginia/21716/99(H3N2))	193231				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010361	Influenza A virus (A/Virginia/21735/99(H3N2))	193220				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010362	Influenza A virus (A/Virginia/21743/99(H3N2))	193221				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010363	Influenza A virus (A/Virginia/21754/99(H3N2))	193222				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010364	Influenza A virus (A/Virginia/21799/99(H3N2))	193223				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010365	Influenza A virus (A/Virginia/21817/99(H3N2))	193224				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010366	Influenza A virus (A/Virginia/21822/99(H3N2))	193225				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010367	Influenza A virus (A/Virginia/21828/99(H3N2))	193226				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010368	Influenza A virus (A/Virginia/21833/99(H3N2))	193227				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010369	Influenza A virus (A/Virginia/21845/99(H3N2))	193228				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010370	Influenza A virus (A/Virginia/21847/99(H3N2))	193229				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010371	Influenza A virus (A/Virginia/25/94(H3N2))	62523				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010372	Influenza A virus (A/Virginia/4/2005(H1N1))	402976				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010373	Influenza A virus (A/Virginia/G1/99(H3N2))	193230				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010374	Influenza A virus (A/Vladimir/16/2001(H1N1))	195885				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010483	Influenza A virus (A/WDk/ST/1737/2000(H6N8))	284163				Aves	8782	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010484	Influenza A virus (A/WDk/ST/988/2000(H4N9))	284165				Aves	8782	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010666	Influenza A virus (A/WI/4754/1994(H1N1))	380979				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010667	Influenza A virus (A/WI/4755/1994(H1N1))	380978				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010694	Influenza A virus (A/WS/1933(H1N1))	382834				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010695	Influenza A virus (A/WS/7/1933(H1N1))	393553				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010699	Influenza A virus (A/WSN(H1N1))	380982				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0010697	Influenza A virus (A/WSN/1933 TS61(H1N1))	370129				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
